Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1,tt0108052,2017-12-27,2017-12-27,,Schindler's List,https://www.imdb.com/title/tt0108052/,movie,9.0,195,1993,"Biography, Drama, History",1436762,1993-11-30,Steven Spielberg,,
2,tt0102926,2018-01-05,2018-01-05,,The Silence of the Lambs,https://www.imdb.com/title/tt0102926/,movie,8.6,118,1991,"Crime, Drama, Thriller",1532854,1991-01-30,Jonathan Demme,,
3,tt1632679,2018-03-06,2018-03-06,,Van Gogh: Painted with Words,https://www.imdb.com/title/tt1632679/,tvMovie,7.9,80,2010,"Documentary, Biography",2687,2010-04-05,Andrew Hutton,,
4,tt1045658,2018-03-06,2018-03-06,,Silver Linings Playbook,https://www.imdb.com/title/tt1045658/,movie,7.7,122,2012,"Comedy, Drama, Romance",738651,2012-09-08,David O. Russell,,
5,tt0421715,2018-03-06,2018-03-06,,The Curious Case of Benjamin Button,https://www.imdb.com/title/tt0421715/,movie,7.8,166,2008,"Drama, Fantasy, Romance",690809,2008-12-10,David Fincher,,
6,tt1645089,2018-03-06,2018-03-06,,Inside Job,https://www.imdb.com/title/tt1645089/,movie,8.2,109,2010,"Documentary, Crime",78623,2010-02-02,Charles Ferguson,,
7,tt1764183,2018-03-06,2018-03-06,,Arbitrage,https://www.imdb.com/title/tt1764183/,movie,6.6,107,2012,"Drama, Thriller",54588,2012-01-21,Nicholas Jarecki,,
8,tt1183919,2018-03-06,2018-03-06,,Marley,https://www.imdb.com/title/tt1183919/,movie,7.9,144,2012,"Documentary, Biography, Music",14302,2012-02-12,Kevin Macdonald,,
9,tt0443272,2018-03-06,2018-03-06,,Lincoln,https://www.imdb.com/title/tt0443272/,movie,7.3,150,2012,"Biography, Drama, History, War",271197,2012-10-08,Steven Spielberg,,
10,tt0120679,2018-03-08,2018-03-08,,Frida,https://www.imdb.com/title/tt0120679/,movie,7.3,123,2002,"Biography, Drama, Romance",94756,2002-08-29,Julie Taymor,,
11,tt0095243,2018-03-08,2018-03-08,,Gorillas in the Mist: The Story of Dian Fossey,https://www.imdb.com/title/tt0095243/,movie,7.0,129,1988,"Biography, Drama",28971,1988-10-07,Michael Apted,,
12,tt0450188,2018-03-08,2018-03-08,,La Môme,https://www.imdb.com/title/tt0450188/,movie,7.6,140,2007,"Biography, Drama, Music, Romance",90378,2007-02-08,Olivier Dahan,,
13,tt0436697,2018-03-08,2018-03-08,,The Queen,https://www.imdb.com/title/tt0436697/,movie,7.3,103,2006,"Biography, Drama",115596,2006-09-02,Stephen Frears,,
14,tt1007029,2018-03-08,2018-03-08,,The Iron Lady,https://www.imdb.com/title/tt1007029/,movie,6.4,105,2011,"Biography, Drama",113214,2011-12-26,Phyllida Lloyd,,
15,tt0350258,2018-03-09,2018-03-09,,Ray,https://www.imdb.com/title/tt0350258/,movie,7.7,152,2004,"Biography, Drama, Music",156493,2004-09-12,Taylor Hackford,,
16,tt2194499,2018-03-17,2018-03-17,,About Time,https://www.imdb.com/title/tt2194499/,movie,7.8,123,2013,"Comedy, Drama, Fantasy, Romance, Sci-Fi",382009,2013-06-27,Richard Curtis,,
17,tt0112384,2018-03-21,2018-03-21,,Apollo 13,https://www.imdb.com/title/tt0112384/,movie,7.7,140,1995,"Adventure, Drama, History",313032,1995-06-22,Ron Howard,,
18,tt1091191,2018-03-21,2018-03-21,,Lone Survivor,https://www.imdb.com/title/tt1091191/,movie,7.5,121,2013,"Action, Biography, Drama, War",304750,2013-11-12,Peter Berg,,
19,tt0246578,2018-03-21,2018-03-21,,Donnie Darko,https://www.imdb.com/title/tt0246578/,movie,8.0,113,2001,"Drama, Mystery, Sci-Fi, Thriller",844042,2001-01-19,Richard Kelly,,
20,tt0450259,2018-03-21,2018-03-21,,Blood Diamond,https://www.imdb.com/title/tt0450259/,movie,8.0,143,2006,"Adventure, Drama, Thriller",581687,2006-12-06,Edward Zwick,,
21,tt0119488,2018-03-21,2018-03-21,,L.A. Confidential,https://www.imdb.com/title/tt0119488/,movie,8.2,138,1997,"Crime, Drama, Mystery, Thriller",613227,1997-05-14,Curtis Hanson,,
22,tt0425210,2018-03-21,2018-03-21,,Lucky Number Slevin,https://www.imdb.com/title/tt0425210/,movie,7.7,110,2006,"Crime, Drama, Thriller",324400,2006-02-24,Paul McGuigan,,
23,tt0318462,2018-03-21,2018-03-21,,Diarios de motocicleta,https://www.imdb.com/title/tt0318462/,movie,7.7,126,2004,"Adventure, Biography, Drama",104442,2004-01-15,Walter Salles,,
24,tt0172396,2018-03-22,2018-03-22,,The End of the Affair,https://www.imdb.com/title/tt0172396/,movie,7.0,102,1999,"Drama, Romance",23850,1999-12-02,Neil Jordan,,
25,tt1563738,2018-03-22,2018-03-22,,One Day,https://www.imdb.com/title/tt1563738/,movie,7.0,107,2011,"Drama, Romance",163651,2011-08-08,Lone Scherfig,,
26,tt0332280,2018-03-22,2018-03-22,,The Notebook,https://www.imdb.com/title/tt0332280/,movie,7.8,123,2004,"Drama, Romance",613535,2004-05-20,Nick Cassavetes,,
27,tt3316960,2018-03-22,2018-03-22,,Still Alice,https://www.imdb.com/title/tt3316960/,movie,7.5,101,2014,Drama,142700,2014-09-08,"Richard Glatzer, Wash Westmoreland",,
28,tt0810819,2018-03-22,2018-03-22,,The Danish Girl,https://www.imdb.com/title/tt0810819/,movie,7.1,119,2015,"Biography, Crime, Drama",198201,2015-09-05,Tom Hooper,,
29,tt1798709,2018-03-22,2018-03-22,,Her,https://www.imdb.com/title/tt1798709/,movie,8.0,126,2013,"Drama, Romance, Sci-Fi",663413,2013-10-12,Spike Jonze,,
30,tt0098904,2018-03-23,2018-03-23,,Seinfeld,https://www.imdb.com/title/tt0098904/,tvSeries,8.9,22,1989,Comedy,347566,1989-07-05,,,
31,tt0368794,2018-03-31,2018-03-31,,I'm Not There,https://www.imdb.com/title/tt0368794/,movie,6.8,135,2007,"Biography, Drama, Music",60924,2007-09-03,Todd Haynes,,
32,tt0449059,2018-04-01,2018-04-01,,Little Miss Sunshine,https://www.imdb.com/title/tt0449059/,movie,7.8,101,2006,"Comedy, Drama",513946,2006-01-20,"Jonathan Dayton, Valerie Faris",,
33,tt0416508,2018-04-01,2018-04-01,,Becoming Jane,https://www.imdb.com/title/tt0416508/,movie,7.0,120,2007,"Biography, Drama, Romance",64766,2007-03-02,Julian Jarrold,,
34,tt1748122,2018-04-01,2018-04-01,,Moonrise Kingdom,https://www.imdb.com/title/tt1748122/,movie,7.8,94,2012,"Adventure, Comedy, Drama, Family, Fantasy, Romance",365396,2012-05-16,Wes Anderson,,
35,tt0147800,2018-04-02,2018-04-02,,10 Things I Hate About You,https://www.imdb.com/title/tt0147800/,movie,7.3,97,1999,"Comedy, Drama, Romance",379447,1999-03-31,Gil Junger,,
36,tt0169547,2018-04-03,2018-04-03,,American Beauty,https://www.imdb.com/title/tt0169547/,movie,8.3,122,1999,Drama,1203396,1999-09-08,Sam Mendes,,
37,tt2283362,2018-04-03,2018-04-03,,Jumanji: Welcome to the Jungle,https://www.imdb.com/title/tt2283362/,movie,6.9,119,2017,"Action, Adventure, Comedy, Fantasy",422001,2017-12-05,Jake Kasdan,,
38,tt0482571,2018-04-11,2018-04-11,,The Prestige,https://www.imdb.com/title/tt0482571/,movie,8.5,130,2006,"Drama, Mystery, Sci-Fi, Thriller",1426835,2006-10-17,Christopher Nolan,,
39,tt2402927,2018-04-12,2018-04-12,,Carol,https://www.imdb.com/title/tt2402927/,movie,7.2,118,2015,"Drama, Romance",141236,2015-05-17,Todd Haynes,,
40,tt3464902,2018-04-12,2018-04-12,,The Lobster,https://www.imdb.com/title/tt3464902/,movie,7.1,119,2015,"Drama, Romance, Sci-Fi, Thriller",288872,2015-05-15,Yorgos Lanthimos,,
41,tt0309987,2018-04-16,2018-04-16,,The Dreamers,https://www.imdb.com/title/tt0309987/,movie,7.1,115,2003,"Drama, Romance",130349,2003-09-01,Bernardo Bertolucci,,
42,tt0110950,2018-04-22,2018-04-22,,Reality Bites,https://www.imdb.com/title/tt0110950/,movie,6.6,99,1994,"Comedy, Drama, Romance",53295,1994-01-31,Ben Stiller,,
43,tt5726616,2018-04-22,2018-04-22,,Call Me by Your Name,https://www.imdb.com/title/tt5726616/,movie,7.8,132,2017,"Drama, Romance",309314,2017-01-22,Luca Guadagnino,,
44,tt5776858,2018-04-22,2018-04-22,,Phantom Thread,https://www.imdb.com/title/tt5776858/,movie,7.4,130,2017,"Drama, Romance",144090,2017-12-11,Paul Thomas Anderson,,
45,tt0091954,2018-05-10,2018-05-10,,Sid and Nancy,https://www.imdb.com/title/tt0091954/,movie,7.0,112,1986,"Biography, Drama, Music, Romance",34479,1986-05-14,Alex Cox,,
46,tt1980929,2018-05-18,2018-05-18,,Begin Again,https://www.imdb.com/title/tt1980929/,movie,7.4,104,2013,"Comedy, Drama, Music, Romance",165884,2013-09-07,John Carney,,
47,tt0110712,2018-05-26,2018-05-26,,Of Love and Shadows,https://www.imdb.com/title/tt0110712/,movie,5.0,105,1994,"Drama, Romance, Thriller, War",2369,1994-09-26,Betty Kaplan,,
48,tt0099797,2018-05-26,2018-05-26,,The Hot Spot,https://www.imdb.com/title/tt0099797/,movie,6.4,130,1990,"Crime, Drama, Romance, Thriller",13343,1990-08-31,Dennis Hopper,,
49,tt0117107,2018-05-26,2018-05-26,,Mulholland Falls,https://www.imdb.com/title/tt0117107/,movie,6.3,107,1996,"Crime, Drama, Mystery, Thriller",18827,1996-04-23,Lee Tamahori,,
50,tt1291584,2018-05-27,2018-05-27,,Warrior,https://www.imdb.com/title/tt1291584/,movie,8.1,140,2011,"Action, Drama, Sport",494820,2011-09-09,Gavin O'Connor,,
51,tt0388795,2018-06-05,2018-06-05,,Brokeback Mountain,https://www.imdb.com/title/tt0388795/,movie,7.7,134,2005,"Drama, Romance",379072,2005-09-02,Ang Lee,,
52,tt1491044,2018-06-14,2018-06-14,,The Iceman,https://www.imdb.com/title/tt1491044/,movie,6.8,106,2012,"Biography, Crime, Drama, Mystery, Thriller",78818,2012-08-30,Ariel Vromen,,
53,tt0118799,2018-06-14,2018-06-14,,La vita è bella,https://www.imdb.com/title/tt0118799/,movie,8.6,116,1997,"Comedy, Drama, Romance, War",737077,1997-12-20,Roberto Benigni,,
54,tt2106476,2018-06-14,2018-06-14,,Jagten,https://www.imdb.com/title/tt2106476/,movie,8.3,115,2012,Drama,360207,2012-05-20,Thomas Vinterberg,,
55,tt4463816,2018-06-17,2018-06-17,,Terminal,https://www.imdb.com/title/tt4463816/,movie,5.3,95,2018,"Action, Comedy, Crime, Drama, Mystery, Thriller",25047,2018-05-10,Vaughn Stein,,
56,tt5673782,2018-06-18,2018-06-18,,Genius,https://www.imdb.com/title/tt5673782/,tvSeries,8.2,43,2017,"Biography, Drama, History",19894,2017-04-23,,,
57,tt2937898,2018-06-22,2018-06-22,,A Most Violent Year,https://www.imdb.com/title/tt2937898/,movie,7.0,125,2014,"Action, Crime, Drama, Thriller",77011,2014-11-06,J.C. Chandor,,
58,tt2095649,2018-06-22,2018-06-22,,Grace of Monaco,https://www.imdb.com/title/tt2095649/,movie,5.7,103,2014,"Biography, Drama, Romance",21095,2014-05-14,Olivier Dahan,,
59,tt2025690,2018-06-22,2018-06-22,,The Finest Hours,https://www.imdb.com/title/tt2025690/,movie,6.7,117,2016,"Action, Drama, History, Thriller",70360,2016-01-27,Craig Gillespie,,
60,tt1266020,2018-06-26,2018-06-26,,Parks and Recreation,https://www.imdb.com/title/tt1266020/,tvSeries,8.6,22,2009,Comedy,284909,2009-04-09,,,
61,tt1216491,2018-06-29,2018-06-29,,Kill the Messenger,https://www.imdb.com/title/tt1216491/,movie,6.9,112,2014,"Biography, Crime, Drama, Mystery, Thriller",48587,2014-09-28,Michael Cuesta,,
62,tt0944835,2018-07-02,2018-07-02,,Salt,https://www.imdb.com/title/tt0944835/,movie,6.4,100,2010,"Action, Thriller",328626,2010-07-19,Phillip Noyce,,
63,tt0167261,2018-07-02,2018-07-02,,The Lord of the Rings: The Two Towers,https://www.imdb.com/title/tt0167261/,movie,8.8,179,2002,"Action, Adventure, Drama, Fantasy",1766182,2002-12-05,Peter Jackson,,
64,tt1582457,2018-07-03,2018-07-03,,The Borgias,https://www.imdb.com/title/tt1582457/,tvSeries,7.9,50,2011,"Crime, Drama, History, Romance",53620,2011-04-03,,,
65,tt0758758,2018-07-03,2018-07-03,,Into the Wild,https://www.imdb.com/title/tt0758758/,movie,8.1,148,2007,"Adventure, Biography, Drama",653783,2007-09-01,Sean Penn,,
66,tt2980472,2018-07-03,2018-07-03,,Just Before I Go,https://www.imdb.com/title/tt2980472/,movie,6.3,95,2014,"Comedy, Drama",19381,2014-04-24,Courteney Cox,,
67,tt0103858,2018-07-03,2018-07-03,,Bonnie & Clyde: The True Story,https://www.imdb.com/title/tt0103858/,tvMovie,5.4,93,1992,"Crime, Drama",342,1992-08-17,Gary Hoffman,,
68,tt0379725,2018-07-03,2018-07-03,,Capote,https://www.imdb.com/title/tt0379725/,movie,7.3,114,2005,"Biography, Crime, Drama, History",139941,2005-09-02,Bennett Miller,,
69,tt0420609,2018-07-03,2018-07-03,,Infamous,https://www.imdb.com/title/tt0420609/,movie,7.0,110,2006,"Biography, Crime, Drama",18123,2006-08-31,Douglas McGrath,,
70,tt0119683,2018-07-09,2018-07-09,,Les Misérables,https://www.imdb.com/title/tt0119683/,movie,7.4,134,1998,"Crime, Drama, Romance",43015,1998-05-01,Bille August,,
71,tt5027774,2018-07-25,2018-07-25,,"Three Billboards Outside Ebbing, Missouri",https://www.imdb.com/title/tt5027774/,movie,8.1,115,2017,"Comedy, Crime, Drama",549516,2017-09-04,Martin McDonagh,,
72,tt4530422,2018-07-25,2018-07-25,,Overlord,https://www.imdb.com/title/tt4530422/,movie,6.6,110,2018,"Action, Horror, Sci-Fi, War",105880,2018-09-22,Julius Avery,,
73,tt2873282,2018-07-25,2018-07-25,,Red Sparrow,https://www.imdb.com/title/tt2873282/,movie,6.6,140,2018,"Action, Drama, Thriller",200137,2018-02-19,Francis Lawrence,,
74,tt0285823,2018-07-26,2018-07-26,,Once Upon a Time in Mexico,https://www.imdb.com/title/tt0285823/,movie,6.3,102,2003,"Action, Crime, Thriller",169009,2003-08-27,Robert Rodriguez,,
75,tt0117318,2018-08-02,2018-08-02,,The People vs. Larry Flynt,https://www.imdb.com/title/tt0117318/,movie,7.3,130,1996,"Biography, Drama",100198,1996-10-13,Milos Forman,,
76,tt0125664,2018-08-02,2018-08-02,,Man on the Moon,https://www.imdb.com/title/tt0125664/,movie,7.4,118,1999,"Biography, Comedy, Drama",136809,1999-12-07,Milos Forman,,
77,tt0421239,2018-08-06,2018-08-06,,Red Eye,https://www.imdb.com/title/tt0421239/,movie,6.5,85,2005,Thriller,134094,2005-06-10,Wes Craven,,
78,tt1606389,2018-08-06,2018-08-06,,The Vow,https://www.imdb.com/title/tt1606389/,movie,6.8,104,2012,"Drama, Romance",203732,2012-02-06,Michael Sucsy,,
79,tt1972571,2018-08-06,2018-08-06,,A Most Wanted Man,https://www.imdb.com/title/tt1972571/,movie,6.7,122,2014,"Crime, Drama, Thriller",79720,2014-01-19,Anton Corbijn,,
80,tt0110632,2018-08-13,2018-08-13,,Natural Born Killers,https://www.imdb.com/title/tt0110632/,movie,7.2,119,1994,"Action, Crime, Romance",249975,1994-08-26,Oliver Stone,,
81,tt0102138,2018-08-13,2018-08-13,,JFK,https://www.imdb.com/title/tt0102138/,movie,8.0,189,1991,"Drama, History, Thriller",168756,1991-12-19,Oliver Stone,,
82,tt2345112,2018-08-13,2018-08-13,,Parkland,https://www.imdb.com/title/tt2345112/,movie,6.4,93,2013,"Drama, History, Mystery, Thriller",17337,2013-09-01,Peter Landesman,,
83,tt0077928,2018-08-16,2018-08-16,,Midnight Express,https://www.imdb.com/title/tt0077928/,movie,7.5,121,1978,"Biography, Crime, Drama, Thriller",87703,1978-05-18,Alan Parker,,
84,tt0101761,2018-08-16,2018-08-16,,The Doors,https://www.imdb.com/title/tt0101761/,movie,7.2,140,1991,"Biography, Drama, Music",98408,1991-02-23,Oliver Stone,,
85,tt0091886,2018-08-16,2018-08-16,,Salvador,https://www.imdb.com/title/tt0091886/,movie,7.4,122,1986,"Drama, History, Thriller, War",22982,1986-02-28,Oliver Stone,,
86,tt0113987,2018-08-16,2018-08-16,,Nixon,https://www.imdb.com/title/tt0113987/,movie,7.1,192,1995,"Biography, Drama, History",32560,1995-12-20,Oliver Stone,,
87,tt1700808,2018-08-25,2018-08-25,,Fast Girls,https://www.imdb.com/title/tt1700808/,movie,6.2,91,2012,"Drama, Sport",3869,2012-06-15,Regan Hall,,
88,tt0497465,2018-08-25,2018-08-25,,Vicky Cristina Barcelona,https://www.imdb.com/title/tt0497465/,movie,7.1,96,2008,"Comedy, Drama, Romance",267664,2008-05-17,Woody Allen,,
89,tt1120985,2018-09-03,2018-09-03,,Blue Valentine,https://www.imdb.com/title/tt1120985/,movie,7.3,112,2010,"Drama, Romance",210036,2010-01-24,Derek Cianfrance,,
90,tt0167260,2018-09-04,2018-09-04,,The Lord of the Rings: The Return of the King,https://www.imdb.com/title/tt0167260/,movie,9.0,201,2003,"Action, Adventure, Drama, Fantasy",1959126,2003-12-01,Peter Jackson,,
91,tt1174732,2018-09-12,2018-09-12,,An Education,https://www.imdb.com/title/tt1174732/,movie,7.3,100,2009,Drama,137878,2009-01-18,Lone Scherfig,,
92,tt1334260,2018-09-12,2018-09-12,,Never Let Me Go,https://www.imdb.com/title/tt1334260/,movie,7.1,103,2010,"Drama, Romance, Sci-Fi, Thriller",152382,2010-09-03,Mark Romanek,,
93,tt0100797,2018-09-17,2018-09-17,,Too Young to Die?,https://www.imdb.com/title/tt0100797/,tvMovie,5.9,92,1990,"Crime, Drama",4231,1990-02-26,Robert Markowitz,,
94,tt0164114,2018-09-24,2018-09-24,,Drive Me Crazy,https://www.imdb.com/title/tt0164114/,movie,5.8,91,1999,"Comedy, Drama, Romance",21091,1999-09-22,John Schultz,,
95,tt1028528,2018-09-25,2018-09-25,,Death Proof,https://www.imdb.com/title/tt1028528/,movie,7.0,127,2007,"Action, Thriller",311455,2007-05-22,Quentin Tarantino,,
96,tt0119396,2018-09-25,2018-09-25,,Jackie Brown,https://www.imdb.com/title/tt0119396/,movie,7.5,154,1997,"Crime, Drama, Thriller",371379,1997-12-08,Quentin Tarantino,,
97,tt0113101,2018-09-25,2018-09-25,,Four Rooms,https://www.imdb.com/title/tt0113101/,movie,6.7,98,1995,Comedy,110477,1995-09-16,"Quentin Tarantino, Alexandre Rockwell, Allison Anders, Robert Rodriguez, Chuck Jones",,
98,tt1619029,2018-10-04,2018-10-04,,Jackie,https://www.imdb.com/title/tt1619029/,movie,6.7,100,2016,"Biography, Drama",83130,2016-09-07,Pablo Larraín,,
99,tt1356864,2018-10-04,2018-10-04,,I'm Still Here,https://www.imdb.com/title/tt1356864/,movie,6.2,108,2010,"Comedy, Drama, Music",23783,2010-09-06,Casey Affleck,,
100,tt3077214,2018-11-04,2018-11-04,,Suffragette,https://www.imdb.com/title/tt3077214/,movie,6.9,106,2015,"Drama, History",44372,2015-09-04,Sarah Gavron,,
101,tt2305051,2018-11-23,2018-11-23,,Wild,https://www.imdb.com/title/tt2305051/,movie,7.1,115,2014,"Adventure, Biography, Drama",137727,2014-08-29,Jean-Marc Vallée,,
102,tt2378281,2018-12-17,2018-12-17,,No se aceptan devoluciones,https://www.imdb.com/title/tt2378281/,movie,7.5,115,2013,"Comedy, Drama",32522,2013-08-30,Eugenio Derbez,,
103,tt0115798,2019-01-02,2019-01-02,,The Cable Guy,https://www.imdb.com/title/tt0115798/,movie,6.1,96,1996,"Comedy, Drama, Thriller",176729,1996-06-10,Ben Stiller,,
104,tt2387513,2019-01-19,2019-01-19,,Libertador,https://www.imdb.com/title/tt2387513/,movie,6.8,119,2013,"Biography, Drama, History",5545,2013-09-09,Alberto Arvelo,,
105,tt1974420,2019-01-21,2019-01-21,,Rules Don't Apply,https://www.imdb.com/title/tt1974420/,movie,5.7,127,2016,"Comedy, Drama, Romance",11607,2016-11-10,Warren Beatty,,
106,tt1570728,2019-02-16,2019-02-16,,"Crazy, Stupid, Love.",https://www.imdb.com/title/tt1570728/,movie,7.4,118,2011,"Comedy, Drama, Romance",558941,2011-07-19,"Glenn Ficarra, John Requa",,
107,tt2872718,2019-02-16,2019-02-16,,Nightcrawler,https://www.imdb.com/title/tt2872718/,movie,7.8,117,2014,"Crime, Drama, Thriller",598477,2014-09-05,Dan Gilroy,,
108,tt1307068,2019-02-28,2019-02-28,,Seeking a Friend for the End of the World,https://www.imdb.com/title/tt1307068/,movie,6.7,101,2012,"Adventure, Comedy, Drama, Romance, Sci-Fi",118404,2012-06-18,Lorene Scafaria,,
109,tt1675434,2019-03-01,2019-03-01,,Intouchables,https://www.imdb.com/title/tt1675434/,movie,8.5,112,2011,"Comedy, Drama",919450,2011-09-23,"Olivier Nakache, Éric Toledano",,
110,tt6966692,2019-03-01,2019-03-01,,Green Book,https://www.imdb.com/title/tt6966692/,movie,8.2,130,2018,"Biography, Comedy, Drama, Music",558095,2018-09-11,Peter Farrelly,,
111,tt1517451,2019-03-01,2019-03-01,,A Star Is Born,https://www.imdb.com/title/tt1517451/,movie,7.6,136,2018,"Drama, Music, Romance",415212,2018-08-31,Bradley Cooper,,
112,tt3014078,2019-03-04,2019-03-04,,Shangri-La Suite,https://www.imdb.com/title/tt3014078/,movie,5.1,90,2016,"Action, Crime, Drama, Romance",991,2016-10-28,Eddie O'Keefe,,
113,tt0099810,2019-03-06,2019-03-06,,The Hunt for Red October,https://www.imdb.com/title/tt0099810/,movie,7.5,135,1990,"Action, Adventure, Thriller",212966,1990-03-02,John McTiernan,,
114,tt0368447,2019-03-06,2019-03-06,,The Village,https://www.imdb.com/title/tt0368447/,movie,6.6,108,2004,"Drama, Mystery, Thriller",275973,2004-07-26,M. Night Shyamalan,,
115,tt0098635,2019-03-06,2019-03-06,,When Harry Met Sally...,https://www.imdb.com/title/tt0098635/,movie,7.7,95,1989,"Comedy, Drama, Romance",240061,1989-07-12,Rob Reiner,,
116,tt2452244,2019-03-06,2019-03-06,,Isn't It Romantic,https://www.imdb.com/title/tt2452244/,movie,5.9,89,2019,"Comedy, Fantasy, Musical, Romance",73401,2019-02-11,Todd Strauss-Schulson,,
117,tt5083738,2019-03-07,2019-03-07,,The Favourite,https://www.imdb.com/title/tt5083738/,movie,7.5,119,2018,"Biography, Comedy, Drama, History",225866,2018-08-30,Yorgos Lanthimos,,
118,tt0110322,2019-03-07,2019-03-07,,Legends of the Fall,https://www.imdb.com/title/tt0110322/,movie,7.5,133,1994,"Drama, Romance, War, Western",181131,1994-12-23,Edward Zwick,,
119,tt0120591,2019-03-07,2019-03-07,,Armageddon,https://www.imdb.com/title/tt0120591/,movie,6.7,151,1998,"Action, Adventure, Sci-Fi, Thriller",448030,1998-06-30,Michael Bay,,
120,tt1190080,2019-03-07,2019-03-07,,2012,https://www.imdb.com/title/tt1190080/,movie,5.8,158,2009,"Action, Adventure, Sci-Fi",395381,2009-11-11,Roland Emmerich,,
121,tt0118866,2019-03-11,2019-03-11,,Clockwatchers,https://www.imdb.com/title/tt0118866/,movie,6.6,96,1997,"Comedy, Drama",6362,1997-06-12,Jill Sprecher,,
122,tt1935179,2019-03-15,2019-03-15,,Mud,https://www.imdb.com/title/tt1935179/,movie,7.4,130,2012,"Adventure, Drama",187848,2012-05-26,Jeff Nichols,,
123,tt1189340,2019-03-15,2019-03-15,,The Lincoln Lawyer,https://www.imdb.com/title/tt1189340/,movie,7.3,118,2011,"Crime, Drama, Mystery, Thriller",252362,2011-03-10,Brad Furman,,
124,tt0175880,2019-03-15,2019-03-15,,Magnolia,https://www.imdb.com/title/tt0175880/,movie,8.0,188,1999,Drama,326641,1999-12-08,Paul Thomas Anderson,,
125,tt0910936,2019-03-15,2019-03-15,,Pineapple Express,https://www.imdb.com/title/tt0910936/,movie,6.9,111,2008,"Action, Comedy, Crime",355581,2008-07-31,David Gordon Green,,
126,tt2654746,2019-03-15,2019-03-15,,Living Neverland,https://www.imdb.com/title/tt2654746/,movie,5.8,317,2013,"Documentary, Adventure, Family, Fantasy, Romance",12,2013-01-26,Wendell Charles NeSmith,,
127,tt0112740,2019-03-15,2019-03-15,,Crimson Tide,https://www.imdb.com/title/tt0112740/,movie,7.3,116,1995,"Action, Drama, Thriller, War",122289,1995-04-01,Tony Scott,,
128,tt0410316,2019-03-15,2019-03-15,,Mi mejor enemigo,https://www.imdb.com/title/tt0410316/,movie,7.2,100,2005,"Comedy, Drama",1099,2005-05-05,Alex Bowen,,
129,tt2024519,2019-03-16,2019-03-16,,The Broken Circle Breakdown,https://www.imdb.com/title/tt2024519/,movie,7.7,111,2012,"Drama, Music, Romance",43128,2012-10-10,Felix van Groeningen,,
130,tt1075110,2019-03-16,2019-03-16,,De helaasheid der dingen,https://www.imdb.com/title/tt1075110/,movie,7.3,108,2009,"Comedy, Drama",11475,2009-05-16,Felix van Groeningen,,
131,tt6408226,2019-03-27,2019-03-27,,Newness,https://www.imdb.com/title/tt6408226/,movie,6.3,117,2017,"Drama, Romance",17862,2017-01-25,Drake Doremus,,
132,tt1587828,2019-03-27,2019-03-27,,Bruna Surfistinha,https://www.imdb.com/title/tt1587828/,movie,6.2,131,2011,"Biography, Drama",7896,2011-02-25,Marcus Baldini,,
133,tt3774694,2019-03-27,2019-03-27,,Love,https://www.imdb.com/title/tt3774694/,movie,6.1,135,2015,"Drama, Romance",65929,2015-05-20,Gaspar Noé,,
134,tt1774591,2019-03-27,2019-03-27,,Teenage Cocktail,https://www.imdb.com/title/tt1774591/,movie,5.8,88,2016,"Drama, Thriller",5493,2016-03-12,John Carchietta,,
135,tt5073620,2019-03-27,2019-03-27,,Below Her Mouth,https://www.imdb.com/title/tt5073620/,movie,5.5,94,2016,"Drama, Romance",14140,2016-09-10,April Mullen,,
136,tt0258000,2019-03-28,2019-03-28,,Panic Room,https://www.imdb.com/title/tt0258000/,movie,6.8,112,2002,"Crime, Drama, Thriller",295019,2002-03-18,David Fincher,,
137,tt0119174,2019-03-28,2019-03-28,,The Game,https://www.imdb.com/title/tt0119174/,movie,7.7,129,1997,"Drama, Mystery, Thriller",425509,1997-09-03,David Fincher,,
138,tt0791304,2019-04-14,2019-04-14,,Georgia Rule,https://www.imdb.com/title/tt0791304/,movie,5.9,113,2007,"Comedy, Drama",26429,2007-05-10,Garry Marshall,,
139,tt3365778,2019-04-15,2019-04-15,,Respire,https://www.imdb.com/title/tt3365778/,movie,7.0,91,2014,Drama,7790,2014-05-17,Mélanie Laurent,,
140,tt0381681,2019-04-15,2019-04-15,,Before Sunset,https://www.imdb.com/title/tt0381681/,movie,8.1,80,2004,"Drama, Romance",285357,2004-02-10,Richard Linklater,,
141,tt2209418,2019-04-15,2019-04-15,,Before Midnight,https://www.imdb.com/title/tt2209418/,movie,7.9,109,2013,"Drama, Romance",170878,2013-01-20,Richard Linklater,,
142,tt0112471,2019-04-15,2019-04-15,,Before Sunrise,https://www.imdb.com/title/tt0112471/,movie,8.1,101,1995,"Drama, Romance",335936,1995-01-19,Richard Linklater,,
143,tt0155267,2019-04-18,2019-04-18,,The Thomas Crown Affair,https://www.imdb.com/title/tt0155267/,movie,6.8,113,1999,"Crime, Romance, Thriller",99544,1999-07-27,John McTiernan,,
144,tt0440963,2019-04-21,2019-04-21,,The Bourne Ultimatum,https://www.imdb.com/title/tt0440963/,movie,8.0,115,2007,"Action, Mystery, Thriller",655474,2007-07-25,Paul Greengrass,,
